,Time,cycle_phase,cycle_step,chamber_vacuum_valve_pv220,ut_pv220
45255,2017-03-08 12:34,2,1,0,19.89528084
45256,2017-03-08 12:34,2,1,0,18.43996048
45257,2017-03-08 12:34,2,1,0,13.50557041
45258,2017-03-08 12:34,2,1,0,14.74536037
45259,2017-03-08 12:34,2,1,0,17.45669937
45260,2017-03-08 12:34,2,1,0,22.28428078
45261,2017-03-08 12:34,2,1,0,26.38990021
45262,2017-03-08 12:34,2,1,0,19.04649925
45263,2017-03-08 12:34,2,1,0,12.74452972
45264,2017-03-08 12:34,2,1,0,10.80185986
45265,2017-03-08 12:34,2,1,0,10.5434103
45266,2017-03-08 12:34,2,1,0,10.59300041
45267,2017-03-08 12:34,2,1,0,14.03009987
45268,2017-03-08 12:34,2,1,0,10.06274986
45269,2017-03-08 12:34,2,1,0,8.200198174
45270,2017-03-08 12:34,2,1,0,7.969406128
45271,2017-03-08 12:34,2,1,0,9.175823212
45272,2017-03-08 12:34,2,1,0,8.802929878
45273,2017-03-08 12:34,2,1,0,9.080453873
45274,2017-03-08 12:34,2,1,0,8.164912224
45275,2017-03-08 12:34,2,1,0,7.680438042
45276,2017-03-08 12:34,2,1,0,8.025673866
45277,2017-03-08 12:34,2,1,0,8.751431465
45278,2017-03-08 12:34,2,1,0,6.467346191
45279,2017-03-08 12:34,2,1,0,7.802509785
45280,2017-03-08 12:34,2,1,0,7.330433846
45281,2017-03-08 12:34,2,1,0,8.009460449
45282,2017-03-08 12:34,2,1,0,11.19668961
45283,2017-03-08 12:34,2,1,0,11.41794014
45284,2017-03-08 12:34,2,1,0,21.07213974
45285,2017-03-08 12:34,2,1,0,18.15193939
45286,2017-03-08 12:34,2,1,0,14.29712963
45287,2017-03-08 12:34,2,1,0,10.82761002
45288,2017-03-08 12:34,2,1,0,11.86999035
45289,2017-03-08 12:34,2,1,0,10.11806965
45290,2017-03-08 12:34,2,1,0,10.89437008
45291,2017-03-08 12:34,2,1,0,8.204012871
45292,2017-03-08 12:34,2,1,0,7.698557854
45293,2017-03-08 12:34,2,1,0,7.794880867
45294,2017-03-08 12:34,2,1,0,7.163538933
45295,2017-03-08 12:34,2,1,0,8.70183754
45296,2017-03-08 12:34,2,1,0,8.802929878
45297,2017-03-08 12:34,2,1,0,8.252651215
45298,2017-03-08 12:34,2,1,0,7.73003006
45299,2017-03-08 12:34,2,1,0,9.375144005
45300,2017-03-08 12:34,2,1,0,8.983177185
45301,2017-03-08 12:35,2,1,0,11.51807976
45302,2017-03-08 12:35,2,1,0,8.288890839
45303,2017-03-08 12:35,2,1,0,6.863127232
45304,2017-03-08 12:35,2,1,0,7.049096107
45305,2017-03-08 12:35,2,1,0,9.378958702
45306,2017-03-08 12:35,2,1,0,11.20049953
45307,2017-03-08 12:35,2,1,0,17.23448944
45308,2017-03-08 12:35,2,1,0,22.64858055
45309,2017-03-08 12:35,2,1,0,14.15025997
45310,2017-03-08 12:35,2,1,0,12.91524029
45311,2017-03-08 12:35,2,1,0,11.50949955
45312,2017-03-08 12:35,2,1,0,9.481955528
45313,2017-03-08 12:35,2,1,0,17.9287796
45314,2017-03-08 12:35,2,1,0,13.81455994
45315,2017-03-08 12:35,2,1,0,10.73701
45316,2017-03-08 12:35,2,1,0,13.45026016
45317,2017-03-08 12:35,2,1,0,18.23110008
45318,2017-03-08 12:35,2,1,0,23.41820908
45319,2017-03-08 12:35,2,1,0,18.81571007
45320,2017-03-08 12:35,2,1,0,15.76486015
45321,2017-03-08 12:35,2,1,0,11.77844048
45322,2017-03-08 12:35,2,1,0,11.92053986
45323,2017-03-08 12:35,2,1,0,8.767643929
45324,2017-03-08 12:35,2,1,0,12.20759964
45325,2017-03-08 12:35,2,1,0,10.23441982
45326,2017-03-08 12:35,2,1,0,9.080453873
45327,2017-03-08 12:35,2,1,0,11.67640018
45328,2017-03-08 12:35,2,1,0,10.48904991
45329,2017-03-08 12:35,2,1,0,19.35359001
45330,2017-03-08 12:35,2,1,0,18.48954964
45331,2017-03-08 12:35,2,1,0,10.53100967
45332,2017-03-08 12:35,2,1,0,8.738079071
45333,2017-03-08 12:35,2,1,0,10.00743961
45334,2017-03-08 12:35,2,1,0,9.72800827
45335,2017-03-08 12:35,2,1,0,7.113946915
45336,2017-03-08 12:35,2,1,0,8.644617081
45337,2017-03-08 12:35,2,1,0,7.181659222
45338,2017-03-08 12:35,2,1,0,8.049515724
45339,2017-03-08 12:35,2,1,0,10.06847
45340,2017-03-08 12:35,2,1,0,7.605096817
45341,2017-03-08 12:35,2,1,0,7.922676086
45342,2017-03-08 12:35,2,1,0,7.288472176
45343,2017-03-08 12:35,2,1,0,8.964102745
45344,2017-03-08 12:35,2,1,0,7.613679886
45345,2017-03-08 12:35,2,1,0,8.845846176
45346,2017-03-08 12:35,2,1,0,7.650874138
45347,2017-03-08 12:35,2,1,0,11.42080975
45348,2017-03-08 12:35,2,1,0,9.313153267
45349,2017-03-08 12:35,2,1,0,9.722286224
45350,2017-03-08 12:35,2,1,0,10.37841988
45351,2017-03-08 12:35,2,1,0,15.25177002
45352,2017-03-08 12:35,2,1,0,20.11654091
45353,2017-03-08 12:35,2,1,0,23.71290016
45354,2017-03-08 12:35,2,1,0,12.85039043
45355,2017-03-08 12:35,2,1,0,10.92012024
45356,2017-03-08 12:35,2,1,0,8.587396622
45357,2017-03-08 12:35,2,1,0,9.510566711
45358,2017-03-08 12:35,2,1,0,10.64260006
45359,2017-03-08 12:35,2,1,0,8.720912933
45360,2017-03-08 12:35,2,1,0,8.836309433
45361,2017-03-08 12:36,2,1,0,6.666666985
45362,2017-03-08 12:36,2,1,0,6.38532877
45363,2017-03-08 12:36,2,1,0,6.031509876
45364,2017-03-08 12:36,2,1,0,8.471046448
45365,2017-03-08 12:36,2,1,0,7.455368042
45366,2017-03-08 12:36,2,1,0,8.291751862
45367,2017-03-08 12:36,2,1,0,10.45853043
45368,2017-03-08 12:36,2,1,0,18.69553947
45369,2017-03-08 12:36,2,1,0,17.1133709
45370,2017-03-08 12:36,2,1,0,13.77546024
45371,2017-03-08 12:36,2,1,0,9.723239899
45372,2017-03-08 12:36,2,1,0,10.58061028
45373,2017-03-08 12:36,2,1,0,9.951170921
45374,2017-03-08 12:36,2,1,0,8.036164284
45375,2017-03-08 12:36,2,1,0,8.160143852
45376,2017-03-08 12:36,2,1,0,9.01083374
45377,2017-03-08 12:36,2,1,0,7.124437809
45378,2017-03-08 12:36,2,1,0,8.398565292
45379,2017-03-08 12:36,2,1,0,7.408636093
45380,2017-03-08 12:36,2,1,0,6.8354702
45381,2017-03-08 12:36,2,1,0,7.999924183
45382,2017-03-08 12:36,2,1,0,9.83672905
45383,2017-03-08 12:36,2,1,0,10.04654026
45384,2017-03-08 12:36,2,1,0,9.324597359
45385,2017-03-08 12:36,2,1,0,9.56111145
45386,2017-03-08 12:36,2,1,0,12.52612972
45387,2017-03-08 12:36,2,1,0,9.72133255
45388,2017-03-08 12:36,2,1,0,9.863431931
45389,2017-03-08 12:36,2,1,0,8.09719944
45390,2017-03-08 12:36,2,1,0,7.880712986
45391,2017-03-08 12:36,2,1,0,7.710001945
45392,2017-03-08 12:36,2,1,0,8.671320915
45393,2017-03-08 12:36,2,1,0,15.11540031
45394,2017-03-08 12:36,2,1,0,17.40043068
